référence;actif;
00001-045A;0
00001-169A;0
00001-187A;0
00001-189A;0
00001-338A;0
00001-855A;0
00052-0000;1
00052-0100;1
00052-0140;1
00052-0180;1
00052-0240;1
00052-0280;1
00052-0340;1
00052-0380;1
00052-0580;0
00052-0585;1
00054-6008;1
00054-6012;1
00054-6016;1
00054-6020;1
00054-7006;1
00054-7008;1
00054-7012;1
00054-7014;1
00054-7016;1
00054-7020;1
00054-7505;1
00054-7516;1
00056-0350;0
00056-0648;1
00056-0832;0
00056-0840;0
00056-1422;1
00057-0350;0
00058-0350;1
00058-0648;1
00058-1422;1
00060-0000;0
00062-5750;0
00062-6062;0
00062-6910;0
00062-7107;0
00082-648T;0
00088-0020;0
00088-0086;0
00088-0087;0
00088-0110;0
00088-0114;0
00088-0120;0
00088-0121;0
00088-0122;0
00088-0123;0
00088-0124;0
00088-0125;0
00088-0126;0
00088-0132;0
00088-0133;0
00088-0134;0
00088-0136;0
00088-0137;0
00088-0138;0
00088-0143;0
00088-0144;0
00088-0145;0
00088-0164;0
00088-0200;0
00088-0201;0
00088-0632;0
00088-1119;0
00088-1120;0
00088-2630;0
00088-5700;0
00088-5702;0
00088-5703;0
00088-5704;0
00088-5705;0
00088-7119;0
00088-7120;0
00088-8119;0
00088-8120;0
00099-0063;0
00099-0090;0
00100-0020;0
00100-0040;0
00100-0060;0
00100-0080;0
00115-648T;0
03000-0700;0
03000-7000;0
03003-0000;0
03003-0150;0
03003-0160;0
03003-0200;0
03003-0240;0
03003-0250;0
03003-0280;0
03003-0300;0
03003-0360;0
03005-0050;0
03005-0100;0
03005-0150;0
03005-0200;0
03005-0250;0
03005-0300;0
03005-0350;0
03005-0400;0
03005-0450;0
03005-0500;0
03005-0550;0
03005-0600;0
03005-0650;0
03005-0700;0
03005-1200;0
03005-1500;0
03005-2000;0
03010-0005;0
03018-8005;0
03018-8010;0
03018-8020;0
03020-0000;0
03038-3004;0
03038-4504;0
03038-5304;0
03050-2403;0
03050-2603;0
03050-2605;0
03050-2608;0
03050-2803;0
03050-3003;0
03050-3005;0
03050-3008;0
03050-3083;0
03050-3403;0
03050-3483;0
03050-3603;0
03050-4504;0
03050-5304;0
03050-5314;0
03050-6704;0
03050-7003;0
03052-2603;0
03052-3003;0
03052-4003;0
03057-2603;0
03057-2605;0
03057-3003;0
03057-3005;0
03057-3006;0
03057-5304;0
03057-7003;0
03200-0003;0
03200-0004;0
03200-0005;0
03200-0006;0
03200-0008;0
03200-0009;0
03200-0010;0
03200-0012;0
03200-0013;0
03200-0015;0
03200-0016;0
03200-001P;0
03200-0020;0
03200-0023;0
03200-0024;0
03200-0029;0
03200-002C;0
03200-002P;0
03200-0031;0
03200-0043;0
03200-0047;0
03200-0049;0
03200-0051;0
03200-0053;0
03200-0055;0
03200-0056;0
03200-0059;0
03200-0061;0
03200-0062;0
03200-0076;0
03200-0078;0
03200-0080;0
03200-0081;0
03200-0084;0
03200-0087;0
03200-0088;0
03200-0090;0
03200-0091;0
03200-0092;0
03200-0093;0
03200-0096;0
03200-0098;0
03200-0099;0
03200-011P;0
03220-0050;0
03220-0060;0
032230-0050;0
03225-0050;0
03225-0060;0
03230-0050;0
03230-0060;0
03235-0100;1
03235-0120;1
03235-0140;1
03260-0200;0
03265-0180;0
03270-0000;0
03275-2518;0
03275-3020;0
03400-2605;0
03400-2606;0
03400-2607;0
03400-2608;0
03400-2609;0
03400-2610;0
03400-2612;0
03400-2613;0
03400-3005;0
03400-3006;0
03400-3007;0
03400-3008;0
03400-3009;0
03400-3010;0
03400-3012;0
03400-3013;0
03405-2413;0
03405-2613;0
03405-3013;0
03405-3413;0
03405-3613;0
03410-3013;0
03410-4013;0
03430-2626;1
03430-2631;1
03430-2644;1
03430-2656;1
03430-3026;1
03430-3031;1
03430-3044;1
03430-3056;1
03430-3073;1
03430-3426;1
03430-3431;1
03430-3444;1
03430-3456;1
03430-3626;1
03430-3631;1
03430-3644;1
03430-3656;1
03435-3038;0
03435-3056;0
03435-4038;0
03435-4056;0
03440-5338;0
03450-4514;0
03450-5314;0
03450-6714;0
03453-4538;0
03453-4556;0
03455-4538;0
03455-4556;0
03460-4538;0
03460-4556;0
03467-4538;0
03467-4556;0
03480-7002;0
03480-7004;0
03480-7006;0
03485-7013;0
03490-7026;0
03490-7031;0
03490-7044;0
03490-7056;0
03601-0026;0
03602-0026;0
03603-0031;0
03604-0031;0
03605-0044;0
03606-0056;0
03607-0038;0
03608-0056;0
03609-0073;0
03610-0073;0
03620-2403;0
03620-2603;0
03620-2606;0
03620-2608;0
03620-2803;0
03620-3003;0
03620-3006;0
03620-3008;0
03620-3403;0
03620-3408;0
03625-2603;0
03625-2606;0
03625-2608;0
03625-3003;0
03625-3006;0
03625-3008;0
03625-4003;0
03630-5304;0
03640-4504;0
03645-4504;0
03650-7003;0
03660-6704;0
03680-3607;0
03680-3807;0
03680-3907;0
03680-4007;0
03680-4107;0
03680-4204;0
03680-4404;0
03680-4606;0
03680-4704;0
03680-4804;0
03680-4807;0
03680-4810;0
03680-4904;0
03680-5004;0
03680-5104;0
03680-5204;0
03680-5404;0
03680-5407;0
03680-5410;0
03680-5604;0
03680-5607;0
03680-5704;0
03680-5707;0
03680-5726;1
03680-5730;1
03680-5734;1
03680-5736;1
03680-5748;1
03680-5756;1
03680-5757;1
03680-5762;1
03680-5804;0
03680-6204;0
03680-6207;0
03680-6404;0
03680-6504;0
03680-8004;0
03681-3000;1
03681-4800;1
03681-5600;1
03681-6200;1
03683-3350;1
03683-4600;1
1000;0
1000000;0
101/0070;0
101/0110;0
101041;0
1020-30010;0
1022-26003;0
1022-26010;0
1022-26012;0
1022-26041;0
1022-26047;0
1022-26054;0
1022-26067;0
1022-26080;0
1022-26107;0
1022-26117;0
1022-26199;0
1022-30002;0
1022-30003;1
1022-30005;0
1022-30010;0
1022-30012;1
1022-30013;1
1022-30023;1
1022-30031;0
1022-30041;0
1022-30047;0
1022-30054;0
1022-30056;0
1022-30058;0
1022-30066;0
1022-30067;0
1022-30080;0
1022-30094;0
1022-30099;0
1022-30107;1
1022-30117;0
1022-30128;0
1022-30139;0
1022-34003;1
1022-40003;0
1022-40139;0
1022-60003;0
1024-30010;1
1024-30013;1
1024-30507;0
1024-60500;0
1024-60501;0
1026-30500;0
1026-30501;0
105-0380;0
105-0400;0
105-0420;0
105-0430;0
105-0470;0
105-0480;0
105-1420;0
105-1480;0
105-1500;0
105-1560;0
105-1620;0
106-0260;0
106-0300;0
108-0360;0
108-0370;0
108-0380;0
108-0390;0
108-0400;0
108-0410;0
108-0420;0
108-0440;0
108-0470;0
108-0480;0
108-1480;0
108-1500;0
108-1540;0
108-1560;0
108-1570;0
108-1620;0
108-1640;0
109-0260;0
109-0300;0
109-1430;0
109-1460;0
109-1480;0
109-1490;0
109-1500;0
109-1520;0
109-1540;0
109-1560;0
109-1570;0
109-1580;0
109-1590;0
109-1600;0
109-1610;0
109-1620;0
109-1630;0
109-1640;0
109-1660;0
109-2260;0
109-2300;0
109-4480;0
1100;0
11000-2010;0
11000-2045;0
11000-2050;0
11000-2060;0
11000-2065;0
11000-2070;1
11000-2080;0
11000-2090;0
11000-2560;0
11000-2565;0
11000-2570;0
11022-2565;1
11022-2575;0
11022-2585;0
11022-2595;0
11022-4075;0
11022-4085;0
11022-4095;0
11022-6260;0
11022-6265;0
11022-6270;0
11022-6275;0
11022-6285;0
11022-6295;0
11024-2565;0
11024-2575;0
11024-2585;0
11024-2595;0
11024-4075;0
11024-4085;0
11024-4095;0
11026-2585;0
11060-2075;0
11060-2085;0
11060-2095;0
11082-2575;0
11082-2585;0
11082-2595;0
11084-2575;0
11084-2585;0
11084-2595;0
11100-0055;0
11120-2510;0
11120-2565;0
11120-2570;0
11120-2575;0
11120-2580;0
11120-2585;0
11120-2590;0
11120-2595;0
11120-6210;0
11142-2510;0
11142-2512;0
11142-2555;0
11142-2590;0
11144-2510;0
11144-2512;0
11144-2513;0
11144-2514;0
11144-2555;0
11144-2560;0
11144-2565;0
11144-2580;0
11144-2590;0
11180-2575;0
11180-2585;0
11180-2595;0
11202-2510;0
11202-2511;0
11202-2513;0
11202-2565;0
11202-2570;0
11202-2575;0
11204-2509;0
11204-2510;0
11204-2511;0
11204-2513;0
11204-2514;0
11204-2515;0
11204-2565;0
11204-2570;0
11204-2575;0
11204-2590;0
11220-2565;0
11240-3565;0
11260-3565;0
11280-2511;0
11300-0075;0
11300-0085;0
11300-0095;0
11310-2045;0
11310-2050;0
11310-2055;0
11332-2545;0
11332-2550;0
11332-2555;0
11332-4050;0
11334-2545;0
11334-2550;0
11334-2555;0
11336-2545;0
11336-2550;0
11340-2545;0
11340-2550;0
11340-2555;0
11340-2565;0
11340-2575;0
11342-2510;0
11342-2511;0
11342-2580;0
11342-2590;0
11344-2508;0
11344-2509;0
11344-2510;0
11344-2511;0
11344-2580;0
11344-2590;0
11350-2545;0
11350-2550;0
11372-2505;0
11374-2575;0
11374-2585;0
11400-0200;0
11400-0250;0
11400-0300;0
11400-0350;0
11420-0400;0
11420-0500;0
11442-0300;0
11442-0400;0
11444-0300;0
11444-0400;0
11446-0400;0
11448-0400;0
11500-2065;0
11508-2565;0
11530-2025;0
11540-2045;0
11540-2050;0
11540-2055;0
11540-2060;0
11540-2065;0
11540-2570;0
11540-2580;0
11540-2590;0
11540-4070;0
11540-4080;0
11540-4090;0
11540-6265;0
11540-6275;0
11540-6285;0
11540-6295;0
11547-2570;0
11560-2549;0
11560-4065;0
11590-2060;0
11590-2065;0
11590-2070;0
11590-2575;0
11590-2585;0
11590-2595;0
116-0170;0
116-5085;0
116-5090;0
116-5095;0
11800-0000;0
11800-5000;0
11800-8020;0
11810-0000;0
11820-0000;0
11830-0000;0
119-0000;0
119-0080;0
119-0110;0
119-0150;0
119-0200;0
119-5000;0
119-5110;0
119-5150;0
119-5200;0
12000-0000;1
12000-0010;0
12010-0000;0
12020-0000;0
12030-0000;1
12040-0000;0
12045-0000;0
12048-0980;0
12048-1155;0
12048-1330;0
12048-1510;0
12049-0760;0
12049-0980;0
12049-1155;0
12049-1330;0
12049-1510;0
1205-0100;0
1205-0100/35;0
12060-0000;0
12065-0000;0
121-00800;0
12100-0000;0
12103-0000;0
12105-0150;0
12105-0155;0
12105-0160;0
12105-0165;0
12105-0170;0
12105-0175;0
12105-0180;0
12105-0185;0
12105-0195;0
12108-0155;0
12108-0160;0
12108-0165;0
12108-0170;0
12108-0180;0
12108-0185;0
1211-0150;0
1211-0200;0
12110-0150;0
12110-0155;0
12110-0175;0
1214-0095;0
1214-0105;0
1214-0175;0
1214-0225;0
122/00;0
1222/2067;0
12510-0145;0
12510-0150;0
12510-0155;0
12510-0160;0
12510-0165;0
12510-0170;0
12510-0175;0
12510-0185;0
12518-0155;0
12518-0165;0
12518-0170;0
12518-0175;0
12519-0150;0
12519-0155;0
12519-0165;0
12519-0170;0
12519-0175;0
12519-0190;0
12519-0195;0
12520-0130;0
12520-0135;0
12520-0140;0
12520-0145;0
12520-0150;0
12520-0155;0
12520-0165;0
12520-0170;0
12520-0175;0
12520-0180;0
12520-0185;0
12520-0195;0
12520-0200;0
12520-0210;0
12520-0220;0
12520-0240;0
12530-0140;0
12530-0150;0
12530-0155;0
12530-0160;0
12530-0165;0
12530-0170;0
12530-0175;0
12530-0180;0
12530-0185;0
12530-0190;0
12530-0195;0
12530-0200;0
12530-0205;0
12530-0210;0
12530-0220;0
12530-0230;0
12535-0140;0
12535-0150;0
12535-0155;0
12535-0157;0
12535-0176;0
12535-0190;0
12535-0195;0
12535-0210;0
126-0180;0
126-0200;0
126-0220;0
126-0240;0
126-0260;0
126-0290;0
126-5180;0
126-5200;0
126-5220;0
126-5240;0
126-5260;0
126-5290;0
126/1260;0
126/1300;0
12605-0150;0
12605-0160;0
12605-0165;0
12605-0180;0
12605-0195;0
12610-0150;0
12610-0155;0
12670-0170;0
12700-0160;0
12700-0170;0
12700-0190;0
12700-0195;0
1274-13003;0
1288-00152;0
13/3500;0
13/3501;0
130-00000;0
130/26/46-026;0
13000;0
13010-1580;0
13020-1580;0
13050-1460;0
13060-1485;0
13060-1685;0
13070-1610;0
13080-1485;0
13080-1685;0
13080-1885;0
13085-1685;0
13093-1410;0
13093-1610;0
13093-1810;0
13097-1610;0
13097-1810;0
134-00080;0
134-00080-1;0
134-326/073;0
134-330/073;0
134-6000;0
134-60071;0
134-70000;0
134-75071;0
134-75080;0
134-80000;0
134-85000;0
134-85071;0
134-90000;0
134-91000;0
134/01000;0
134/01000/2;0
134/01380;0
134/02000;0
134/50;0
136-75000;0
138-00800;0
138-80800;0
138-85800;0
139-90000;0
139-90041;0
14-00000;0
14-01000;0
1400-1208;0
1400-1408;0
1400-1508;0
1400/14;0
1400/15;0
1400/800;0
1400/800/365;0
14000;0
14000/45;0
14000/60;0
1401/1100/20;0
1401/1100/35;0
1405/1120/22;1
1405/1120/32;1
1405/1120/39;1
1405/1120/45;1
1405/1120/60;1
1405/1140/22;1
1405/1140/32;1
1405/1170/20;1
1405/1170/31;1
1405/1170/39;1
1405/3120/23;0
1405/3120/31;0
1405/3120/32;0
1406/1120;1
1406/1170;1
1406/3120;0
1410-0000;0
1412/0040;1
1412/0045;1
1412/0050;1
1412/0055;1
1412/0060;1
1412/0065;1
1412/0070;1
1412/0075;1
1412/0080;1
142-17042;0
142-60042;0
142-65042;0
142/01;0
142/06;0
142/07;0
1420-0807;1
1420/0050;1
144-60190;0
144-70068;0
144-75056;0
144-75068;0
144-75190;0
144/068/2;1
144/190/2;1
1440-0005;1
1440-0010;0
1440-0015;0
1440-0020;0
1440-0025;0
1440-0030;0
1440-0035;0
1440-0040;0
1440-0045;0
1440-0050;0
1440-0055;0
1440-0060;0
1440-0065;0
1440-0070;0
1440-0075;0
1440-0080;0
1440-0085;0
1440-0090;0
1440-0095;0
1440-0100;0
1440-0105;0
1440-0110;0
1440-0115;0
1440-0120;0
1440-0150;0
1440-0200;0
1450-1508;0
1458-3000;0
1458-3600;1
1458-4000;0
1460-2602;1
1460-3002;0
1460-3003;1
1460-3402;1
1460-3602;0
1460-4002;0
1460-4503;1
1460-6002;1
1460-7002;1
1480-0003;0
1480-0010;0
1480-0012;0
1480-0013;0
1480-0016;0
1480-0019;0
1480-0031;0
1480-0047;0
1480-0056;0
1480-0057;0
1480-0066;0
1480-0078;0
15-00003;0
15-00009;0
15-00010;0
15-00015;0
15-00016;0
15-00086;0
15-00130;0
15-00150;0
15100-0012;0
15100-0014;0
15100-0016;0
15100-2012;0
15100-2014;0
15100-2016;0
15105-0016;0
15105-2016;0
15111-2010;0
15111-2012;0
15111-2014;0
15111-2016;0
15112-2009;0
15112-2010;0
15112-2012;0
15112-2014;0
15112-2016;0
15115-0012;0
15115-0014;0
15115-0015;0
15115-0016;0
15122-0010;0
15122-0012;1
15122-0014;0
15122-0016;1
15122-0310;0
15122-0312;1
15122-0314;0
15122-0316;1
15132-2010;0
15132-2012;0
15132-2014;0
15132-2016;0
15132-2310;0
15132-2312;0
15132-2314;0
15132-2316;0
15142-2010;0
15142-2012;0
15142-2014;0
15142-2016;0
15142-2310;0
15142-2312;0
15142-2314;0
15142-2316;0
15152-2010;0
15152-2012;0
15152-2014;0
15152-2016;0
15152-2310;0
15152-2312;0
15152-2314;0
15152-2316;0
15152-2510;0
15152-2512;0
15152-2514;0
15152-2516;0
15154-2510;0
15154-2512;0
15154-2514;0
15154-2516;0
15160-0175;0
15162-2010;0
15162-2012;0
15162-2014;0
15162-2016;0
15162-2510;0
15162-2512;0
15162-2514;0
15162-2516;0
15220-3020;0
15225-3020;0
15230-0022;0
15235-3019;0
15240-0000;0
15240-0001;0
15400-0000;0
15400-0001;0
15400-3025;0
15400-3036;0
15400-3051;0
15410-3043;0
15412-3043;0
15605-0000;0
15610-0000;0
15800-0000;0
15800-0001;0
15800-0066;0
15805-0001;0
15805-1500;0
15805-1566;0
15810-0000;0
15815-0000;0
15815-1500;0
15815-2095;0
15815-2510;0
15820-0000;0
15866-0000;0
15866-1500;0
15866-2095;0
16005-2016;0
16015-2016;0
16017-2016;1
16030-3025;0
16030-3036;0
16030-3051;0
16037-3025;0
16037-3036;0
16037-3051;0
1614/0080;0
162-65414;0
162/03000;0
162/04000;0
163-75114;0
1630-2602;0
1630-2620;0
1630-2622;0
1630-2624;1
1630-2626;0
1630-3002;0
1630-3004;0
1630-3020;1
1630-3022;0
1630-3024;1
1630-3026;1
1630-3422;1
1630-3622;1
1630-4002;0
1630-4004;0
1630-4020;0
1630-4022;1
1630-4024;0
1630-4026;0
1630-4514;0
1630-4540;0
1630-4544;1
1630-4546;0
1630-6004;0
1630-6020;1
1630-6024;1
1630-6026;1
1630-7004;0
1630-7020;1
1630-7024;1
1630-7026;0
164-00056;0
164-00800;0
164-17033;0
164-17238;0
164-60033;0
164-65033;0
164-65165;0
164-70033;0
164-75033;0
164/00800;0
164/01000;0
164/02000;0
164/04000;0
165-65165;0
16510;0
16510-0170;0
16510-0175;0
16510-0180;0
16510-0185;0
16510-0190;0
16510-0195;0
16510-0200;0
16510-0210;0
16510-0220;0
16510-0250;0
16520-0155;0
16520-0165;0
16520-0175;0
16520-0180;0
16520-0185;0
16520-0190;0
16520-0250;0
16530-0180;0
16530-0185;0
16530-0190;0
16530-0225;0
16530-0250;0
16550-0175;0
16550-0180;0
16550-0185;0
16550-0190;0
16550-0210;0
16550-0215;0
16550-0220;0
16560-0175;0
16560-0180;0
16560-0185;0
16560-0190;0
16560-0210;0
16560-0215;0
16560-0220;0
16560-0225;0
16560-0250;0
16560-0267;0
16570-0210;0
16570-0999;0
16570-9999;0
166-75038;0
166/01000;0
167-00041;0
167-05047;0
167-05138;0
167-81047;0
167-85041;0
168-60047;0
168-65047;0
168-75047;0
168/01000;0
168/02000;0
1680-0003;0
1680-0010;0
1680-0012;0
1680-0013;0
1680-0016;0
1680-0031;0
1680-0047;0
1680-0056;0
1680-0057;0
1680-0078;0
1690-1205;1
17-00051;0
1710;0
17111-2012;0
17112-2016;0
17115-0016;0
17122-0010;0
17122-0012;0
17122-0014;0
17122-0016;0
17132-2010;0
17132-2012;0
17132-2014;0
17132-2312;0
17152-2010;0
17152-2012;0
17152-2014;0
17152-2512;0
17315-0016;0
17322-0016;0
17352-2510;0
17352-2512;0
17352-2514;0
17352-2516;0
174-65175;0
174-75010;0
17500-0000;0
17500-0500;0
176-65085;0
176-75010;0
176-75306;0
177-00018;0
177-05018;0
177-80012;0
1801/1156;0
1801/2156;0
1810;0
185/152;0
185/152/2;0
185/152/365;0
187-00000;0
187-00050;0
187-00053;0
187-03000;0
187-15047;0
187-80000;0
187-81041;0
187-81047;0
187-85000;0
187-85041;0
187-85047;0
188-00000;0
188-05000;0
188-05041;0
188-05138;0
188-05252;0
188-60000;0
188-85000;0
188-85041;0
188-85047;0
190-00;0
190-00010;0
190-00030;0
190-00035;0
190-05;0
190-05010;0
190-05030;0
190-05034;0
190-05065;0
190/026/1;0
190/026/2;0
190/026/30;0
190/026/43;0
190/030;0
190/030/1;0
190/030/2;0
190/030/30;0
190/030/43;0
190/030/60;0
190/034;0
190/034/45;0
190/06;0
190/230;0
1920;0
195/152;0
2000;0
2000-0000;0
2000-0002;0
2000-0003;0
2000-0004;0
2000-0006;0
2000-0010;0
2000-3000;0
2000-4000;0
2000-4500;0
2000-5000;0
20000-1000;0
20000-1025;1
20000-3000;0
20000-3025;0
20000-5000;0
20000-9000;0
201-0000;0
20100-2003;0
20100-2007;0
20100-4003;0
20100-4007;0
20120-0019;0
20120-3019;0
20120-3021;0
20205-0022;0
20210-0035;0
20215-0016;0
20220-0020;0
20225-0022;0
20230-0022;0
20235-0022;0
20240-0022;0
20245-1420;0
20250-1032;0
20290-0026;0
204-0000;0
204-2590;0
204-3000;0
204-4000;0
205-0000;0
20615-0055;0
20615-0075;0
20615-0100;0
20620-0000;0
20630-0000;0
20800-0055;0
20800-0075;0
20810-0000;0
20850-0000;0
20855-0000;0
20890-0000;0
20895-0000;0
211-0080;0
211-0110;0
211-0140;0
211-0160;0
211-0200;0
21200-1016;0
21200-3016;0
21205-1022;1
21205-3022;1
21210-1035;0
21210-3035;0
21212-1023;0
21215-1016;0
21215-3016;0
21220-1020;0
21220-3020;0
21290-9026;0
21400-5027;0
21615-1055;0
21615-1075;0
21615-1100;0
21615-3055;0
21615-3075;0
21615-3100;0
21620-1000;0
21620-3000;0
21625-1000;0
21625-3000;0
21630-1000;1
21630-3000;1
21800-5055;0
21800-5100;0
21805-5000;0
21810-5000;0
2200-0000;0
2200-2600;0
2200-3000;0
2200-4000;0
2200-4500;0
2200-6000;0
2200-7000;0
2200/055;0
22000;0
22000-1000;0
22000-3000;0
22002-1000;0
22002-3000;0
22005-1000;0
22005-3000;0
22007-1000;0
22007-3000;0
22009-1000;0
22009-3000;0
22010-1000;0
22011-1000;0
22015-9000;0
22020-8000;0
2205-0100;0
2205-0100/35;0
2209-9000;0
22100;0
2211-0150;0
2211-0200;0
2214-0095;0
222-0160;0
222-0180;0
222-0200;0
222-0220;0
222-0240;0
222-0270;0
22200;0
22200-0000;0
2222/2067;0
22300;0
22400-0012;0
22405-1012;0
22405-1016;0
22405-1020;0
22405-3012;0
22405-3016;0
22405-3020;0
22410-1012;0
22410-1016;0
22410-1020;0
22410-3012;0
22410-3016;0
22410-3020;0
22500;0
22600-1150;0
22600-1160;0
22600-1165;0
22600-1170;0
22600-1175;0
22600-1180;0
22600-1185;0
22600-1205;0
22600-1210;0
22600-1215;0
22600-1230;0
22600-3150;0
22600-3155;0
22600-3160;0
22600-3170;0
22600-3180;0
22600-3220;0
